3.3882,3.5285,3.6576,3.7754,3.8819,3.9772,4.0615,4.1348,4.1972,4.249,4.2902,4.3211,4.3419,4.3528,4.354,4.3458,4.3284,4.3021,4.2671,4.2237,4.1721,4.1125,4.0453,3.9706,3.8887,3.7999,3.7044,3.6024,3.4941,3.3797,3.2595,3.1337,3.0025,2.866,2.7245,2.5781,2.427,2.2714,2.1114,1.9472,1.779,1.6069,1.4311,1.2517,1.0688,0.88253,0.6931,0.50059,0.30512,0.10681,-0.094212,-0.29785,-0.50399,-0.71252,-0.92334,-1.1364,-1.3515,-1.5686,-1.7876,-2.0084,-2.2309,-2.455,-2.6807,-2.9078,-3.1363,-3.3661,-3.5971,-3.8292,-4.0624,-4.2965,-4.5316,-4.7674,-5.004,-4.7842,-4.4799,-4.1762,-3.8733,-3.5712,-3.27,-2.9697,-2.6705,-2.3723,-2.0753,-1.7794,-1.4847,-1.1912,-0.89901,-0.60812,-0.31855,-0.030325,0.25653,0.54199,0.82605,1.1087,1.3899,1.6697,1.9481,2.225,2.5005,2.7745,3.0471,3.3183,3.5881,3.8566,4.1236,4.3892,4.6536,4.9165,5.1782,5.4386,5.6978,5.9557,6.2124,6.468,6.7225,6.9758,7.2282,7.4795,7.7298,7.9793,8.2279,8.4756,8.7227,8.969,9.2147,9.4598,9.7045,9.9487,10.193,10.436,10.68,10.923,11.167,11.411,11.655,11.899,12.144,12.39,12.637,12.885,13.135,13.386,13.639,13.895,14.154,14.416,14.681,14.952,15.228,15.51,15.801,16.102,16.416,16.747,17.102,17.493,17.947,18.576,19.214,19.358,19.499,19.639,19.777,19.912,20.045,20.176,20.305,20.432,20.557,20.679,20.8,20.918,21.034,21.148,21.26,21.369,21.476,21.581,21.684,21.785,21.884,21.98,22.074,22.166,22.256,22.344,22.429,22.512,22.593,22.672,22.749,22.823,22.895,22.965,23.033,23.099,23.162,23.224,23.283,23.339,23.394,23.447,23.497,23.545,23.591,23.635,23.677,23.716,23.754,23.789,23.822,23.853,23.881,23.908,23.933,23.955,23.975,23.993,24.009,24.023,24.035,24.045,24.053,24.058,24.062,24.063,24.063,24.06,24.056,24.049,24.041,24.03,24.017,24.003,23.986,23.968,23.947,23.925,23.9,23.874,23.846,23.816,23.784,23.75,23.714,23.677,23.637,23.596,23.553,23.508,23.461,23.413,23.363,23.311,23.257
3.6771,3.8283,3.9683,4.0971,4.2146,4.3209,4.416,4.5,4.5731,4.6354,4.687,4.7281,4.759,4.7797,4.7906,4.7918,4.7836,4.7663,4.7401,4.7051,4.6618,4.6103,4.5509,4.4839,4.4094,4.3277,4.2391,4.1438,4.042,3.9339,3.8198,3.6999,3.5743,3.4433,3.3071,3.1658,3.0196,2.8687,2.7134,2.5536,2.3896,2.2216,2.0497,1.874,1.6947,1.5119,1.3258,1.1365,0.94401,0.74859,0.5503,0.34926,0.14559,-0.060608,-0.26923,-0.48017,-0.69333,-0.90861,-1.1259,-1.3451,-1.5662,-1.789,-2.0135,-2.2396,-2.4671,-2.6961,-2.9263,-3.1578,-3.3905,-3.6243,-3.859,-4.0947,-4.3312,-4.5686,-4.3481,-4.0429,-3.7383,-3.4346,-3.1318,-2.83,-2.5291,-2.2293,-1.9307,-1.6332,-1.337,-1.0419,-0.74822,-0.45582,-0.16478,0.12489,0.41315,0.7,0.9854,1.2694,1.5518,1.8329,2.1124,2.3905,2.667,2.9421,3.2157,3.4879,3.7586,4.0278,4.2956,4.562,4.8269,5.0905,5.3527,5.6136,5.8731,6.1313,6.3883,6.6441,6.8986,7.152,7.4042,7.6554,7.9055,8.1546,8.4027,8.65,8.8964,9.142,9.3868,9.631,9.8746,10.118,10.36,10.602,10.844,11.086,11.328,11.569,11.811,12.053,12.295,12.538,12.782,13.026,13.272,13.519,13.767,14.018,14.271,14.526,14.785,15.047,15.314,15.586,15.865,16.151,16.447,16.756,17.081,17.429,17.812,18.256,18.869,19.49,19.635,19.778,19.919,20.058,20.195,20.329,20.462,20.592,20.72,20.846,20.97,21.092,21.211,21.328,21.444,21.557,21.667,21.776,21.883,21.987,22.089,22.189,22.287,22.382,22.476,22.567,22.656,22.743,22.827,22.91,22.99,23.068,23.144,23.217,23.289,23.358,23.425,23.49,23.552,23.613,23.671,23.727,23.781,23.833,23.883,23.93,23.975,24.018,24.059,24.098,24.134,24.169,24.201,24.231,24.259,24.285,24.309,24.33,24.35,24.367,24.383,24.396,24.407,24.416,24.423,24.428,24.431,24.431,24.43,24.427,24.422,24.414,24.405,24.393,24.38,24.365,24.347,24.328,24.307,24.284,24.259,24.232,24.203,24.172,24.139,24.104,24.068,24.03,23.989,23.947,23.904,23.858,23.811,23.761,23.71
3.9548,4.1169,4.2678,4.4075,4.536,4.6532,4.7592,4.8541,4.9379,5.0108,5.0729,5.1244,5.1654,5.1961,5.2168,5.2276,5.2289,5.2207,5.2034,5.1773,5.1424,5.0992,5.0479,4.9886,4.9218,4.8475,4.766,4.6776,4.5826,4.481,4.3732,4.2593,4.1397,4.0144,3.8836,3.7476,3.6066,3.4607,3.3101,3.1549,2.9954,2.8317,2.6639,2.4921,2.3166,2.1375,1.9549,1.7689,1.5797,1.3873,1.1919,0.9937,0.79268,0.58901,0.38278,0.1741,-0.036919,-0.25019,-0.46561,-0.68309,-0.90253,-1.1238,-1.3469,-1.5717,-1.7981,-2.026,-2.2554,-2.4861,-2.7181,-2.9513,-3.1856,-3.4209,-3.6572,-3.8944,-4.1325,-3.9114,-3.6053,-3.2999,-2.9955,-2.692,-2.3895,-2.0881,-1.7879,-1.4888,-1.1909,-0.89433,-0.59905,-0.30512,-0.012562,0.27859,0.56831,0.85657,1.1434,1.4287,1.7125,1.9948,2.2755,2.5548,2.8325,3.1087,3.3833,3.6565,3.9281,4.1982,4.4668,4.734,4.9997,5.2639,5.5267,5.788,6.048,6.3067,6.564,6.82,7.0747,7.3281,7.5804,7.8315,8.0814,8.3303,8.5781,8.8249,9.0708,9.3158,9.5599,9.8033,10.046,10.288,10.529,10.77,11.01,11.251,11.49,11.73,11.97,12.209,12.449,12.689,12.93,13.171,13.413,13.656,13.901,14.147,14.394,14.644,14.896,15.152,15.411,15.674,15.942,16.217,16.499,16.79,17.094,17.413,17.754,18.129,18.563,19.159,19.763,19.91,20.054,20.196,20.336,20.474,20.61,20.744,20.875,21.005,21.132,21.257,21.38,21.501,21.62,21.736,21.85,21.963,22.073,22.18,22.286,22.39,22.491,22.59,22.687,22.782,22.874,22.964,23.053,23.139,23.222,23.304,23.383,23.461,23.536,23.608,23.679,23.747,23.814,23.878,23.94,23.999,24.057,24.112,24.165,24.216,24.265,24.312,24.356,24.398,24.438,24.476,24.512,24.546,24.577,24.607,24.634,24.659,24.682,24.703,24.722,24.738,24.753,24.765,24.776,24.784,24.79,24.794,24.796,24.796,24.794,24.79,24.784,24.776,24.766,24.754,24.74,24.724,24.705,24.685,24.663,24.639,24.614,24.586,24.556,24.525,24.491,24.456,24.418,24.379,24.338,24.296,24.251,24.205,24.156
4.2216,4.3944,4.5561,4.7067,4.846,4.9742,5.0911,5.1968,5.2914,5.375,5.4477,5.5096,5.5609,5.6018,5.6325,5.6531,5.6639,5.6651,5.657,5.6398,5.6137,5.579,5.5359,5.4847,5.4256,5.3589,5.2848,5.2036,5.1155,5.0206,4.9193,4.8118,4.6982,4.5788,4.4538,4.3233,4.1876,4.0469,3.9013,3.7509,3.596,3.4368,3.2733,3.1057,2.9342,2.7589,2.58,2.3975,2.2117,2.0226,1.8304,1.6351,1.4369,1.236,1.0323,0.82611,0.61741,0.40633,0.19298,-0.022547,-0.24016,-0.45977,-0.68128,-0.90461,-1.1297,-1.3564,-1.5846,-1.8143,-2.0454,-2.2779,-2.5116,-2.7464,-2.9823,-3.2192,-3.4571,-3.6958,-3.474,-3.1671,-2.861,-2.5559,-2.2518,-1.9487,-1.6468,-1.3461,-1.0466,-0.74843,-0.45157,-0.15607,0.13803,0.4307,0.72191,1.0116,1.2999,1.5866,1.8717,2.1553,2.4374,2.7179,2.9968,3.2741,3.5499,3.824,4.0967,4.3677,4.6372,4.9052,5.1717,5.4366,5.7,5.962,6.2225,6.4816,6.7393,6.9956,7.2506,7.5042,7.7565,8.0077,8.2575,8.5063,8.7538,9.0003,9.2458,9.4903,9.7338,9.9764,10.218,10.459,10.7,10.939,11.178,11.417,11.655,11.893,12.131,12.368,12.606,12.844,13.082,13.32,13.559,13.798,14.039,14.281,14.524,14.768,15.015,15.265,15.517,15.772,16.032,16.296,16.566,16.844,17.13,17.428,17.742,18.076,18.443,18.867,19.446,20.034,20.181,20.327,20.47,20.611,20.751,20.888,21.023,21.155,21.286,21.415,21.541,21.665,21.787,21.907,22.025,22.141,22.254,22.366,22.475,22.582,22.687,22.789,22.89,22.988,23.084,23.178,23.27,23.359,23.447,23.532,23.615,23.695,23.774,23.85,23.925,23.997,24.066,24.134,24.199,24.263,24.324,24.383,24.439,24.494,24.546,24.596,24.644,24.69,24.734,24.775,24.815,24.852,24.887,24.92,24.951,24.979,25.006,25.03,25.052,25.072,25.09,25.106,25.12,25.131,25.141,25.149,25.154,25.157,25.159,25.158,25.155,25.15,25.143,25.135,25.124,25.111,25.096,25.079,25.06,25.039,25.017,24.992,24.965,24.937,24.906,24.874,24.84,24.804,24.766,24.726,24.684,24.64,24.595
4.4775,4.6608,4.8333,4.9946,5.1448,5.2838,5.4116,5.5282,5.6336,5.728,5.8113,5.8838,5.9455,5.9967,6.0374,6.068,6.0885,6.0993,6.1005,6.0924,6.0752,6.0492,6.0146,5.9717,5.9206,5.8618,5.7953,5.7214,5.6404,5.5525,5.4579,5.3569,5.2497,5.1364,5.0173,4.8926,4.7624,4.627,4.4866,4.3412,4.1912,4.0366,3.8776,3.7144,3.5471,3.3758,3.2008,3.0221,2.8398,2.6542,2.4653,2.2732,2.078,1.88,1.6791,1.4755,1.2693,1.0606,0.84953,0.63613,0.42052,0.2028,-0.016949,-0.23863,-0.46216,-0.68744,-0.9144,-1.143,-1.373,-1.6045,-1.8374,-2.0715,-2.3068,-2.5432,-2.7807,-3.0191,-3.2585,-3.0362,-2.7284,-2.4217,-2.1159,-1.8112,-1.5076,-1.2053,-0.90414,-0.60432,-0.30584,-0.0087398,0.28694,0.58116,0.8739,1.1651,1.4548,1.7429,2.0295,2.3145,2.5979,2.8796,3.1598,3.4383,3.7152,3.9905,4.2642,4.5362,4.8067,5.0755,5.3428,5.6085,5.8727,6.1353,6.3964,6.656,6.9142,7.1709,7.4262,7.6801,7.9326,8.1838,8.4337,8.6824,8.9298,9.1761,9.4212,9.6652,9.9083,10.15,10.391,10.632,10.871,11.11,11.348,11.585,11.822,12.058,12.294,12.53,12.765,13.001,13.236,13.472,13.708,13.944,14.181,14.419,14.658,14.899,15.14,15.384,15.63,15.879,16.131,16.387,16.647,16.913,17.186,17.468,17.761,18.068,18.396,18.754,19.167,19.73,20.301,20.45,20.597,20.741,20.884,21.024,21.162,21.298,21.432,21.564,21.694,21.822,21.947,22.071,22.192,22.311,22.428,22.543,22.655,22.766,22.874,22.98,23.084,23.186,23.286,23.383,23.478,23.571,23.662,23.751,23.837,23.922,24.004,24.084,24.162,24.237,24.31,24.382,24.451,24.518,24.582,24.645,24.705,24.763,24.819,24.873,24.924,24.973,25.021,25.066,25.109,25.149,25.188,25.224,25.258,25.291,25.32,25.348,25.374,25.398,25.419,25.438,25.455,25.471,25.484,25.494,25.503,25.51,25.515,25.517,25.518,25.516,25.513,25.507,25.499,25.49,25.478,25.464,25.449,25.431,25.412,25.39,25.366,25.341,25.314,25.284,25.253,25.22,25.185,25.148,25.109,25.069,25.026
4.7228,4.9165,5.0994,5.2714,5.4323,5.5821,5.7208,5.8482,5.9645,6.0696,6.1636,6.2467,6.319,6.3805,6.4315,6.4721,6.5026,6.523,6.5338,6.535,6.5269,6.5098,6.4839,6.4494,6.4066,6.3557,6.297,6.2307,6.1571,6.0763,5.9887,5.8944,5.7937,5.6867,5.5737,5.455,5.3306,5.2007,5.0657,4.9256,4.7805,4.6308,4.4765,4.3179,4.1549,3.9879,3.8169,3.6422,3.4637,3.2817,3.0963,2.9075,2.7156,2.5206,2.3227,2.122,1.9185,1.7123,1.5037,1.2926,1.0792,0.86352,0.64573,0.42588,0.20406,-0.019632,-0.24512,-0.47231,-0.70113,-0.9315,-1.1633,-1.3965,-1.6311,-1.8668,-2.1038,-2.3418,-2.5808,-2.8207,-2.5978,-2.2894,-1.9819,-1.6756,-1.3703,-1.0663,-0.76351,-0.46204,-0.16192,0.13681,0.43409,0.7299,1.0242,1.317,1.6082,1.8978,2.1858,2.4722,2.7569,3.04,3.3214,3.6012,3.8793,4.1558,4.4305,4.7036,4.9751,5.2449,5.5131,5.7796,6.0446,6.3079,6.5697,6.8299,7.0886,7.3457,7.6014,7.8556,8.1084,8.3598,8.6098,8.8585,9.1059,9.352,9.5969,9.8406,10.083,10.325,10.565,10.805,11.043,11.281,11.518,11.754,11.99,12.225,12.459,12.693,12.927,13.16,13.393,13.627,13.86,14.094,14.328,14.562,14.797,15.034,15.271,15.51,15.751,15.994,16.239,16.487,16.739,16.996,17.258,17.526,17.803,18.09,18.391,18.712,19.063,19.465,20.011,20.565,20.715,20.863,21.009,21.152,21.294,21.434,21.571,21.706,21.839,21.97,22.099,22.226,22.351,22.473,22.593,22.712,22.828,22.942,23.053,23.163,23.27,23.376,23.479,23.58,23.678,23.775,23.869,23.962,24.052,24.139,24.225,24.309,24.39,24.469,24.546,24.621,24.693,24.764,24.832,24.898,24.962,25.023,25.083,25.14,25.195,25.248,25.299,25.347,25.394,25.438,25.48,25.52,25.558,25.593,25.627,25.658,25.687,25.714,25.739,25.762,25.782,25.801,25.817,25.832,25.844,25.854,25.862,25.868,25.872,25.874,25.873,25.871,25.867,25.86,25.852,25.842,25.829,25.815,25.798,25.78,25.759,25.737,25.713,25.687,25.658,25.628,25.596,25.562,25.527,25.489,25.449
4.9576,5.1615,5.3548,5.5372,5.7088,5.8693,6.0187,6.1569,6.2839,6.3998,6.5046,6.5984,6.6812,6.7532,6.8145,6.8653,6.9058,6.9362,6.9566,6.9673,6.9685,6.9604,6.9434,6.9175,6.8832,6.8405,6.7898,6.7313,6.6652,6.5918,6.5113,6.424,6.33,6.2296,6.1229,6.0103,5.8918,5.7678,5.6383,5.5036,5.3638,5.2191,5.0697,4.9158,4.7574,4.5948,4.4281,4.2575,4.083,3.9048,3.723,3.5379,3.3494,3.1577,2.9629,2.7651,2.5645,2.3611,2.1551,1.9465,1.7355,1.5221,1.3064,1.0886,0.86864,0.64672,0.42289,0.19724,-0.030152,-0.25921,-0.48984,-0.72197,-0.95553,-1.1904,-1.4266,-1.664,-1.9025,-2.142,-2.3825,-2.1591,-1.85,-1.5419,-1.235,-0.92928,-0.62481,-0.32166,-0.019867,0.28051,0.57943,0.87685,1.1727,1.4671,1.7598,2.0509,2.3404,2.6283,2.9144,3.1989,3.4817,3.7627,4.0421,4.3197,4.5957,4.8699,5.1424,5.4132,5.6823,5.9498,6.2156,6.4797,6.7422,7.003,7.2623,7.52,7.7761,8.0307,8.2839,8.5355,8.7857,9.0345,9.2819,9.528,9.7727,10.016,10.259,10.5,10.74,10.979,11.217,11.453,11.689,11.925,12.159,12.393,12.626,12.858,13.09,13.322,13.553,13.784,14.015,14.246,14.477,14.709,14.941,15.173,15.407,15.641,15.877,16.115,16.355,16.596,16.841,17.09,17.342,17.6,17.863,18.135,18.417,18.712,19.026,19.368,19.76,20.289,20.826,20.978,21.126,21.273,21.418,21.561,21.702,21.84,21.977,22.111,22.243,22.373,22.501,22.627,22.751,22.872,22.992,23.109,23.224,23.337,23.448,23.557,23.664,23.768,23.87,23.97,24.068,24.164,24.257,24.349,24.438,24.525,24.61,24.692,24.773,24.851,24.927,25.001,25.073,25.142,25.21,25.275,25.338,25.399,25.457,25.514,25.568,25.62,25.67,25.718,25.763,25.807,25.848,25.887,25.924,25.959,25.992,26.022,26.05,26.077,26.101,26.123,26.143,26.16,26.176,26.189,26.201,26.21,26.217,26.223,26.226,26.227,26.226,26.223,26.217,26.21,26.201,26.19,26.177,26.161,26.144,26.125,26.104,26.081,26.056,26.029,26,25.969,25.936,25.901,25.865
5.1821,5.396,5.5994,5.7922,5.9742,6.1453,6.3053,6.4542,6.592,6.7187,6.8342,6.9387,7.0321,7.1146,7.1864,7.2475,7.2981,7.3385,7.3687,7.389,7.3997,7.4009,7.3929,7.3759,7.3501,7.3159,7.2734,7.2229,7.1646,7.0987,7.0256,6.9454,6.8583,6.7646,6.6645,6.5582,6.4459,6.3278,6.2041,6.075,5.9406,5.8012,5.6569,5.5079,5.3543,5.1963,5.0341,4.8677,4.6974,4.5232,4.3453,4.1638,3.9789,3.7907,3.5992,3.4046,3.2071,3.0066,2.8034,2.5975,2.389,2.1781,1.9647,1.7491,1.5312,1.3113,1.0893,0.86536,0.63957,0.41201,0.18276,-0.048103,-0.2805,-0.51436,-0.74961,-0.98615,-1.2239,-1.4629,-1.7029,-1.944,-1.7201,-1.4103,-1.1017,-0.79425,-0.48808,-0.18322,0.12025,0.42231,0.72289,1.022,1.3195,1.6154,1.9097,2.2024,2.4934,2.7827,3.0704,3.3562,3.6404,3.9228,4.2035,4.4824,4.7595,5.0349,5.3085,5.5804,5.8505,6.1189,6.3856,6.6506,6.9138,7.1754,7.4353,7.6936,7.9503,8.2054,8.4589,8.7109,8.9613,9.2103,9.4578,9.7039,9.9486,10.192,10.434,10.675,10.915,11.153,11.39,11.627,11.862,12.096,12.329,12.562,12.794,13.025,13.255,13.485,13.715,13.944,14.173,14.401,14.63,14.859,15.088,15.317,15.547,15.778,16.009,16.242,16.477,16.713,16.951,17.193,17.437,17.686,17.939,18.198,18.465,18.741,19.03,19.337,19.671,20.052,20.564,21.084,21.237,21.387,21.535,21.681,21.825,21.966,22.106,22.244,22.379,22.513,22.644,22.773,22.9,23.025,23.148,23.269,23.387,23.504,23.618,23.73,23.84,23.948,24.054,24.157,24.258,24.358,24.455,24.549,24.642,24.733,24.821,24.907,24.991,25.073,25.152,25.23,25.305,25.378,25.449,25.518,25.584,25.649,25.711,25.771,25.829,25.884,25.938,25.989,26.038,26.085,26.13,26.172,26.213,26.251,26.287,26.321,26.353,26.383,26.41,26.436,26.459,26.48,26.499,26.516,26.531,26.544,26.554,26.563,26.569,26.574,26.576,26.576,26.574,26.571,26.565,26.557,26.547,26.535,26.521,26.505,26.487,26.467,26.445,26.421,26.395,26.367,26.337,26.306,26.272
5.3967,5.6202,5.8336,6.0365,6.2288,6.4103,6.5808,6.7404,6.8889,7.0262,7.1524,7.2676,7.3717,7.4648,7.547,7.6185,7.6794,7.7298,7.77,7.8001,7.8204,7.831,7.8322,7.8242,7.8073,7.7816,7.7475,7.7052,7.6548,7.5968,7.5312,7.4583,7.3783,7.2916,7.1982,7.0984,6.9925,6.8805,6.7628,6.6395,6.5108,6.3768,6.2378,6.0939,5.9452,5.792,5.6344,5.4725,5.3065,5.1365,4.9627,4.7851,4.604,4.4194,4.2314,4.0402,3.8459,3.6486,3.4483,3.2453,3.0395,2.8312,2.6203,2.4071,2.1915,1.9737,1.7537,1.5317,1.3077,1.0818,0.85412,0.6247,0.39364,0.16101,-0.073121,-0.30867,-0.54556,-0.78372,-1.0231,-1.2636,-1.5051,-1.2807,-0.9704,-0.66126,-0.35337,-0.046802,0.25839,0.56214,0.86442,1.1652,1.4643,1.7619,2.0579,2.3521,2.6447,2.9355,3.2246,3.512,3.7976,4.0814,4.3634,4.6436,4.922,5.1985,5.4733,5.7463,6.0175,6.2869,6.5546,6.8204,7.0845,7.3469,7.6076,7.8665,8.1238,8.3794,8.6334,8.8857,9.1365,9.3858,9.6335,9.8797,10.124,10.368,10.61,10.85,11.09,11.328,11.565,11.8,12.035,12.268,12.501,12.732,12.963,13.193,13.422,13.65,13.878,14.106,14.332,14.559,14.785,15.012,15.238,15.464,15.691,15.918,16.146,16.375,16.605,16.836,17.069,17.304,17.541,17.782,18.026,18.275,18.53,18.791,19.062,19.345,19.645,19.97,20.341,20.836,21.339,21.492,21.644,21.793,21.94,22.085,22.228,22.369,22.507,22.644,22.779,22.911,23.042,23.17,23.296,23.42,23.542,23.662,23.779,23.895,24.008,24.12,24.229,24.336,24.44,24.543,24.643,24.742,24.838,24.932,25.024,25.113,25.201,25.286,25.369,25.45,25.529,25.605,25.68,25.752,25.822,25.89,25.956,26.019,26.08,26.139,26.196,26.251,26.304,26.354,26.403,26.449,26.493,26.534,26.574,26.612,26.647,26.68,26.711,26.74,26.767,26.791,26.814,26.834,26.852,26.869,26.883,26.895,26.904,26.912,26.918,26.921,26.923,26.922,26.92,26.915,26.908,26.899,26.889,26.876,26.861,26.844,26.826,26.805,26.782,26.757,26.731,26.702,26.671
5.6015,5.8345,6.0575,6.2703,6.4727,6.6644,6.8454,7.0154,7.1744,7.3224,7.4593,7.5851,7.6998,7.8035,7.8963,7.9782,8.0494,8.1101,8.1603,8.2004,8.2304,8.2505,8.2611,8.2623,8.2544,8.2375,8.212,8.178,8.1358,8.0857,8.0278,7.9624,7.8898,7.8102,7.7238,7.6307,7.5313,7.4257,7.3141,7.1968,7.0739,6.9455,6.812,6.6734,6.5299,6.3816,6.2288,6.0716,5.9101,5.7445,5.5749,5.4015,5.2243,5.0435,4.8592,4.6715,4.4806,4.2866,4.0895,3.8895,3.6867,3.4811,3.2729,3.0622,2.8491,2.6336,2.4158,2.1959,1.9738,1.7498,1.5239,1.2961,1.0665,0.83532,0.60249,0.36813,0.13232,-0.10487,-0.34338,-0.58311,-0.82402,-1.066,-0.84123,-0.53036,-0.22074,0.087562,0.39448,0.69996,1.0039,1.3064,1.6073,1.9065,2.2041,2.5,2.7941,3.0865,3.3772,3.666,3.9531,4.2383,4.5217,4.8032,5.0829,5.3608,5.6368,5.911,6.1833,6.4537,6.7224,6.9892,7.2542,7.5174,7.7789,8.0386,8.2965,8.5527,8.8072,9.0601,9.3112,9.5608,9.8088,10.055,10.3,10.543,10.785,11.026,11.265,11.503,11.739,11.974,12.208,12.441,12.673,12.904,13.133,13.362,13.59,13.817,14.044,14.269,14.494,14.719,14.943,15.167,15.391,15.615,15.839,16.063,16.287,16.512,16.738,16.965,17.193,17.422,17.654,17.888,18.124,18.364,18.609,18.859,19.115,19.38,19.657,19.95,20.267,20.627,21.105,21.591,21.745,21.897,22.048,22.196,22.342,22.486,22.628,22.768,22.906,23.041,23.175,23.306,23.436,23.563,23.689,23.812,23.933,24.051,24.168,24.283,24.395,24.506,24.614,24.72,24.824,24.925,25.025,25.122,25.218,25.311,25.402,25.49,25.577,25.661,25.744,25.824,25.902,25.977,26.051,26.122,26.191,26.258,26.323,26.386,26.446,26.505,26.561,26.615,26.667,26.716,26.764,26.809,26.852,26.893,26.932,26.969,27.003,27.035,27.066,27.094,27.12,27.143,27.165,27.185,27.202,27.217,27.231,27.242,27.251,27.258,27.262,27.265,27.266,27.265,27.261,27.256,27.248,27.239,27.227,27.213,27.198,27.18,27.161,27.139,27.116,27.09,27.063
